Timestamp,Channel_0_Filtered_Avg,Channel_0_Error_Avg,Channel_1_Filtered_Avg,Channel_1_Error_Avg,Channel_2_Filtered_Avg,Channel_2_Error_Avg,Channel_3_Filtered_Avg,Channel_3_Error_Avg,Channel_4_Filtered_Avg,Channel_4_Error_Avg,Target_Grid_X,Target_Grid_Y
2025-11-16 01:24:18.690,948.6,-0.92,906.08,5.92,953.4,-1.4,962.0,-10.0,969.32,-1.32,5,14
2025-11-16 01:24:20.472,948.84,-0.84,908.36,3.64,953.4,-1.4,962.0,-10.0,969.16,-1.16,6,14
2025-11-16 01:24:22.156,948.76,-0.76,911.12,0.88,953.16,-1.16,962.0,-10.0,969.2,-1.2,7,14
2025-11-16 01:24:23.769,948.96,-0.96,910.64,-2.0,953.36,-1.36,962.0,-10.0,969.52,-1.52,8,14
2025-11-16 01:24:25.358,949.0,-1.0,909.84,-1.84,953.24,-1.24,961.92,-9.92,969.2,-1.2,9,14
2025-11-16 01:24:27.447,949.04,-1.04,910.72,-2.72,953.2,-1.2,961.08,-9.08,969.04,-1.04,10,14
2025-11-16 01:24:29.299,949.12,-1.12,908.8,-0.8,953.28,-1.28,961.0,-9.0,969.2,-1.2,11,14
2025-11-16 01:24:31.486,949.16,-1.16,905.12,-1.12,953.16,-1.16,961.0,-9.0,969.08,-1.08,12,14
2025-11-16 01:24:33.526,949.68,-1.68,904.88,-0.88,953.48,-1.48,961.0,-9.0,969.12,-1.12,13,14
2025-11-16 01:24:35.762,950.0,-2.0,910.64,-3.12,953.44,-1.44,959.84,-7.84,969.16,-1.16,14,14
